text
"RT @Muhisammy: @Androngehe @worksfess Sama kek guru itu julidin murid termasuk cara penyelesaiannya, di ruang guru,
tapi keluar dari sana m…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"@gapyearfess Ruang guru , zenius sama bimbel area eksak"
"@jinniesteacher Kebalik kak..maksud dia. Murid julidin guru. Cuman gak ketahuan ke ruang guru aja.

Kalo guru julidin murid jaranglah. Gak baik itu.
Biasanya guru ngobrol bahas murid seputar masalah yg dialami pasti. Sama nyari solusi. Bukan yg ngata2in muridnya."
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @Muhisammy: @Androngehe @worksfess Sama kek guru itu julidin murid termasuk cara penyelesaiannya, di ruang guru,
tapi keluar dari sana m…"
@RamenTerbang @worksfess ya sama jg guru jg suka julidin muridnya di ruang guru. yg nunggak bayar spp di omongin di ruang guru. guru gua sendiri yg bocorin wkwkw
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
Aaakk ruang guru SMK playlistnya Maroon 5
@jadoenyx Ruang guru
"@cilokmarebu Minta ke UKS atau ruang guru, suka ada dispenser"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
hadeh gue jd males ke ruang guru
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
ini ruang guru pada pesta pisang goreng anjeng
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
"RT @Muhisammy: @Androngehe @worksfess Sama kek guru itu julidin murid termasuk cara penyelesaiannya, di ruang guru,
tapi keluar dari sana m…"
"RT @RamenTerbang: @worksfess jangankan nakes, murid julidin gurunya aja udah biasa. yg masalah adalah ketika julidan tersebut udah masuk ke…"
